First_pokemon,Second_pokemon,id_primer_ataq,nombre1,tipo1_id1,tipo2_id1,nombre2,tipo1_id2,tipo2_id2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,P1_type1,P1_type2,P2_type1,P2_type2,Winner
71,9,71,9,14,12,411,6,7,-23,-54,-33,-24,-20,20,1.0,1.0,1.0,1.0,0
429,396,429,137,14,12,642,11,12,0,100,0,100,0,100,1.0,1.0,0.5,1.0,0
663,146,663,324,16,12,727,17,12,-70,35,55,-40,-10,25,0.5,1.0,1.0,1.0,0
529,786,529,541,15,17,256,8,9,5,-30,23,17,75,-59,1.0,1.0,1.0,1.0,1
613,714,613,329,10,1,316,17,5,-31,10,-45,-84,-45,-34,1.0,0.5,2.0,2.0,1
731,497,731,203,6,7,573,5,12,22,3,15,21,12,24,1.0,2.0,0.5,1.0,0
27,88,27,647,12,7,439,17,15,-55,-15,-150,-99,-49,40,1.0,1.0,1.0,1.0,0
487,691,487,57,15,12,743,1,7,-20,25,20,-35,-20,-50,2.0,1.0,1.0,0.5,1
374,125,374,111,17,12,421,12,12,-62,-45,-35,-10,-65,-65,1.0,1.0,1.0,1.0,1
500,681,500,281,10,12,456,5,12,23,-13,28,-17,-8,-33,1.0,1.0,1.0,1.0,1
434,81,434,262,9,12,229,15,10,35,9,-15,25,35,16,4.0,1.0,1.0,0.5,0
477,23,477,423,12,5,519,12,7,-18,56,19,-16,26,34,1.0,1.0,1.0,2.0,0
287,271,287,778,12,12,286,6,7,-68,-100,-49,-80,-113,-30,1.0,1.0,1.0,1.0,1
694,586,694,164,0,17,231,15,12,-27,-26,-18,-12,-32,84,1.0,2.0,1.0,1.0,0
434,99,434,262,9,12,105,17,11,25,-6,-95,-30,20,-34,2.0,1.0,0.5,2.0,1
199,499,199,390,17,4,424,5,17,0,-125,-38,-120,-20,-72,1.0,1.0,0.5,1.0,1
687,127,687,52,1,17,593,17,12,10,60,5,-35,25,-15,1.0,0.5,1.0,1.0,1
298,691,298,493,9,1,743,1,7,0,15,-35,15,-25,0,0.5,0.5,0.5,2.0,1
136,494,136,376,6,12,223,2,10,-43,-35,-38,20,0,-9,0.5,1.0,1.0,2.0,1
413,308,413,451,16,15,670,0,18,40,105,98,45,38,5,0.5,1.0,1.0,1.0,0
312,385,312,630,12,12,315,12,12,0,-30,-10,-25,-85,-10,1.0,1.0,1.0,1.0,1
425,241,425,538,10,6,112,17,16,45,125,75,85,5,55,2.0,0.25,4.0,1.0,0
548,383,548,517,17,12,459,17,12,-15,20,1,-20,-45,-1,0.5,1.0,0.5,1.0,1
567,513,567,280,12,12,751,1,11,-5,-40,0,-10,-20,-65,1.0,1.0,1.0,1.0,1
13,601,13,407,17,12,602,0,9,34,50,50,95,55,36,0.5,1.0,1.0,2.0,0
15,546,15,453,0,12,234,8,2,-100,-100,-45,-95,-75,-60,0.5,1.0,1.0,1.0,1
244,625,244,134,11,7,107,8,12,-13,5,-100,-30,-60,45,1.0,1.0,1.0,1.0,0
119,182,119,754,13,12,650,0,14,25,30,80,45,30,30,0.5,1.0,0.5,0.5,0
717,79,717,446,12,5,687,17,14,60,88,55,27,-23,58,1.0,0.5,1.0,1.0,0
772,645,772,272,5,7,724,11,12,27,27,10,-6,-12,59,2.0,1.0,2.0,1.0,0
317,223,317,606,0,8,238,10,7,-64,15,-60,-5,-35,-45,0.5,1.0,0.5,2.0,1
73,7,73,372,5,12,84,6,7,-8,-4,-28,-74,-50,-65,0.5,1.0,1.0,2.0,1
705,202,705,692,3,7,530,17,12,-11,40,-5,35,-20,41,2.0,1.0,1.0,1.0,0
429,515,429,137,14,12,349,12,12,-60,65,-45,70,-45,100,1.0,1.0,1.0,1.0,0
359,173,359,651,12,12,704,17,12,10,-5,-4,16,12,17,1.0,1.0,1.0,1.0,0
422,452,422,331,17,12,64,9,14,60,70,55,100,70,35,0.5,1.0,2.0,1.0,0
433,492,433,712,9,12,230,2,10,-3,-2,19,5,10,-11,1.0,1.0,1.0,0.5,1
383,311,383,459,17,12,61,9,5,35,-70,-1,40,65,11,0.5,1.0,2.0,1.0,0
95,757,95,140,17,11,301,1,15,37,16,27,33,49,25,1.0,0.5,1.0,1.0,0
794,29,794,773,1,7,173,13,12,91,71,51,91,44,44,1.0,1.0,1.0,1.0,0
707,51,707,568,2,6,736,9,14,25,40,15,40,30,40,1.0,2.0,0.25,1.0,0
346,794,346,267,13,12,773,1,7,-56,-88,-42,-88,-45,-59,1.0,1.0,1.0,1.0,1
682,142,682,457,5,12,418,17,1,-30,-30,-49,25,-70,24,2.0,1.0,1.0,0.5,0
84,293,84,533,6,12,168,0,14,-10,35,-15,15,-25,25,2.0,1.0,0.5,1.0,0
290,181,290,618,0,12,347,0,7,-5,0,5,-30,-85,-70,0.5,1.0,1.0,2.0,1
604,768,604,728,0,14,717,15,2,-52,-76,-60,-39,-20,-14,1.0,0.5,2.0,1.0,1
291,799,291,42,0,7,289,14,1,-20,-90,-10,-70,-80,-15,4.0,1.0,1.0,1.0,1
715,500,715,317,17,5,281,10,12,23,0,12,91,48,76,2.0,1.0,1.0,1.0,0
729,354,729,144,12,10,73,6,10,15,-44,7,-55,2,38,1.0,2.0,1.0,1.0,0
146,507,146,727,17,12,199,17,12,81,16,4,61,34,-1,0.5,1.0,0.5,1.0,1
714,364,714,316,17,5,72,9,1,21,-43,30,14,30,53,0.5,2.0,2.0,0.5,0
235,654,235,686,12,12,212,17,8,5,40,0,-15,-35,0,0.0,1.0,1.0,0.0,1
520,703,520,696,4,7,701,7,12,6,-65,25,-5,35,-31,1.0,1.0,1.0,1.0,1
16,333,16,70,0,7,7,16,16,-10,-65,-130,30,20,20,0.5,0.25,1.0,4.0,1
786,121,786,256,8,9,570,10,16,-50,-45,2,13,30,59,1.0,4.0,0.5,1.0,0
354,261,354,73,6,10,460,12,12,-25,20,-35,65,5,-60,1.0,1.0,1.0,1.0,1
609,193,609,514,9,12,768,14,7,-20,-40,-20,-25,-20,-65,0.5,1.0,1.0,2.0,1
690,544,690,60,12,7,563,12,12,-10,-37,-35,-23,-35,-20,1.0,1.0,1.0,1.0,1
85,22,85,558,6,12,520,12,7,2,40,15,30,30,34,1.0,1.0,1.0,1.0,0
36,102,36,482,13,12,228,8,14,10,-3,7,-75,-20,-54,0.25,1.0,1.0,0.5,1
693,622,693,275,6,12,590,1,5,20,7,-49,60,-49,7,1.0,1.0,1.0,1.0,0
287,205,287,778,12,12,307,9,7,-37,-25,-29,-25,-54,-50,1.0,1.0,1.0,1.0,1
611,594,611,38,17,12,268,5,12,-15,-13,-20,40,5,58,1.0,1.0,1.0,1.0,0
429,440,429,137,14,12,540,17,12,-14,84,-18,69,-26,100,1.0,1.0,1.0,1.0,0
422,341,422,331,17,12,529,3,12,40,50,50,65,65,-5,1.0,1.0,2.0,1.0,1
110,157,110,177,3,12,25,11,7,-30,-35,-30,-15,-45,55,2.0,1.0,1.0,0.5,0
484,65,484,628,13,1,18,6,12,13,-17,-13,-29,-19,-11,1.0,1.0,1.0,1.0,1
587,391,587,761,14,7,710,9,7,-44,-23,-40,-17,-44,21,1.0,2.0,0.5,1.0,0
192,663,192,477,14,7,324,16,12,-20,-50,-70,0,-40,-20,0.5,0.5,1.0,1.0,1
73,157,73,372,5,12,25,11,7,-20,-5,-50,-60,-90,-50,1.0,1.0,1.0,2.0,1
371,436,371,646,15,15,93,6,12,26,37,41,-3,21,9,2.0,1.0,0.5,1.0,0
605,613,605,756,0,14,329,10,1,-20,-27,54,-5,34,-27,2.0,0.5,1.0,1.0,1
648,291,648,585,12,9,42,0,7,20,30,20,-40,20,30,1.0,0.25,2.0,2.0,0
300,79,300,681,12,7,687,17,14,0,15,-5,-20,-70,15,1.0,1.0,1.0,1.0,0
85,226,85,558,6,12,644,4,12,5,20,20,40,40,75,1.0,1.0,0.5,1.0,0
573,749,573,507,6,12,287,16,8,5,-27,-52,18,11,36,2.0,1.0,0.5,1.0,1
364,457,364,72,9,1,39,15,17,10,63,-108,68,-78,25,1.0,1.0,1.0,1.0,0
609,747,609,514,9,12,448,14,12,-29,-13,-26,-13,-31,-74,1.0,1.0,1.0,1.0,1
182,456,182,650,0,14,611,15,17,10,18,-78,-2,-48,0,0.5,0.0,2.0,1.0,1
173,676,173,704,17,12,41,11,12,-45,-45,-16,-26,-32,-7,1.0,1.0,0.5,1.0,1
371,703,371,646,15,15,701,7,12,-9,-20,15,-70,-15,-41,2.0,1.0,0.5,1.0,1
606,118,606,589,0,14,325,13,12,20,35,-6,-5,24,77,0.5,0.5,0.5,1.0,0
8,228,8,410,6,2,553,17,14,13,35,36,75,30,15,0.5,1.0,1.0,1.0,0
374,497,374,111,17,12,573,5,12,3,10,25,15,-5,-25,1.0,1.0,1.0,1.0,1
721,537,721,90,9,5,469,3,9,38,42,15,-31,-32,-22,0.5,1.0,0.5,0.5,1
171,288,171,551,6,12,355,12,12,-20,-6,-3,30,4,-20,1.0,1.0,1.0,1.0,1
50,708,50,240,9,14,777,2,3,-40,-85,-50,-35,-25,-50,0.5,1.0,1.0,0.5,1
388,181,388,405,8,12,347,0,7,9,130,25,38,-27,-10,1.0,1.0,0.5,1.0,1
786,330,786,256,8,9,426,16,4,5,-20,-3,3,-20,49,1.0,0.5,1.0,1.0,0
698,51,698,341,0,6,736,9,14,-20,5,-30,-60,-35,10,1.0,2.0,0.25,1.0,0
169,292,169,444,9,12,78,0,12,30,47,45,58,75,65,0.5,1.0,2.0,1.0,0
119,234,119,754,13,12,639,1,11,10,-5,65,50,-5,-55,1.0,1.0,1.0,1.0,1
786,519,786,256,8,9,377,6,12,-20,-10,55,-67,-20,16,1.0,0.5,2.0,1.0,0
314,625,314,629,12,12,107,8,12,92,110,-45,0,-40,70,0.0,1.0,0.0,1.0,1
192,214,192,477,14,7,475,1,7,-20,-35,3,-15,3,-21,0.0,1.0,2.0,1.0,1
656,293,656,10,17,12,168,0,14,105,25,10,-10,-45,0,1.0,1.0,1.0,1.0,1
533,517,533,274,3,6,684,9,12,-50,-35,-18,-5,57,36,0.5,2.0,0.5,1.0,0
294,708,294,360,17,9,777,2,3,-60,-120,-90,-80,-50,-60,0.5,0.5,1.0,1.0,1
459,223,459,763,0,9,238,10,7,-5,-16,-20,44,40,-49,0.5,1.0,0.25,4.0,1
200,760,200,31,17,4,36,15,18,28,-55,-35,6,-6,-18,1.0,1.0,1.0,0.5,1
489,476,489,270,12,12,359,12,12,35,-71,-79,-39,-31,-75,1.0,1.0,1.0,1.0,1
323,125,323,32,12,4,421,12,12,-55,-105,-60,-40,-60,-80,1.0,1.0,1.0,1.0,1
571,250,571,506,9,12,318,17,2,-25,-42,-47,-42,-47,-21,1.0,1.0,0.5,1.0,1
265,457,265,667,17,12,39,15,17,40,23,-53,43,-23,55,2.0,1.0,1.0,0.5,0
741,405,741,623,9,12,566,17,16,-34,-25,-82,17,-8,-3,4.0,1.0,0.5,1.0,1
199,157,199,390,17,4,25,11,7,-20,-65,-50,-75,-75,-45,1.0,1.0,0.5,1.0,1
336,670,336,395,5,15,336,8,6,0,20,15,-35,15,25,0.0,1.0,2.0,1.0,1
164,210,164,429,14,5,762,17,10,51,145,55,129,75,115,1.0,1.0,1.0,1.0,0
634,766,634,462,12,12,277,3,13,-7,-5,-12,-69,-54,-34,1.0,1.0,1.0,1.0,1
723,771,723,59,6,12,680,4,12,-36,-6,-7,-20,-60,13,1.0,1.0,0.5,1.0,0
226,372,226,644,4,12,37,17,10,10,32,7,-6,-1,-30,1.0,1.0,1.0,1.0,1
573,638,573,507,6,12,252,14,12,-20,-2,-47,-42,-62,-1,1.0,1.0,1.0,1.0,1
438,795,438,300,6,5,783,2,10,-32,4,-50,23,-24,13,0.5,1.0,1.0,2.0,0
55,466,55,729,0,14,65,17,12,15,0,25,30,45,5,1.0,1.0,1.0,1.0,0
31,59,31,524,3,12,513,12,12,-30,-15,-20,-15,-15,-25,1.0,1.0,1.0,1.0,1
520,119,520,696,4,7,754,13,12,20,-40,-25,35,45,20,1.0,1.0,2.0,1.0,0
256,574,256,718,5,12,621,6,12,-40,-63,-28,-63,-28,-66,1.0,1.0,1.0,1.0,1
379,288,379,114,15,9,355,12,12,8,11,36,31,46,-57,1.0,1.0,0.5,1.0,1
599,648,599,691,5,12,585,12,9,40,0,15,-30,15,-50,2.0,1.0,1.0,1.0,1
224,357,224,662,16,10,653,14,12,15,60,165,-15,-15,-30,1.0,1.0,0.5,1.0,0
414,674,414,428,16,15,273,2,12,4,-2,60,45,40,13,1.0,1.0,0.5,1.0,0
305,634,305,320,14,4,462,12,12,-17,-15,-5,25,15,-25,1.0,1.0,1.0,1.0,1
310,776,310,614,9,12,631,2,12,-8,-35,7,-43,-53,-25,0.5,1.0,1.0,1.0,1
215,188,215,633,17,15,104,4,12,45,50,52,55,55,15,1.0,1.0,1.0,1.0,0
300,642,300,681,12,7,160,17,7,-22,11,-20,-14,-20,30,1.0,1.0,1.0,1.0,0
753,113,753,654,4,12,124,10,12,28,2,-35,23,15,-12,1.0,1.0,1.0,1.0,1
26,29,26,559,12,12,173,13,12,20,21,16,10,16,42,1.0,1.0,1.0,1.0,0
559,524,559,523,6,5,239,10,7,15,-2,-70,25,-20,-40,1.0,0.5,2.0,2.0,1
498,625,498,362,5,17,107,8,12,12,60,-75,20,-35,60,0.0,1.0,1.0,1.0,1
347,28,347,673,13,12,193,12,7,35,-17,18,12,22,-45,1.0,1.0,1.0,1.0,1
613,350,613,329,10,1,438,17,1,-10,-58,-25,-65,-20,-31,1.0,0.5,2.0,0.5,1
40,161,40,478,13,10,151,2,12,20,18,12,15,5,15,1.0,1.0,1.0,1.0,0
757,503,757,301,1,15,153,13,1,-17,-36,-57,-23,-29,-50,0.5,0.0,1.0,1.0,1
102,366,102,228,8,14,11,2,7,-15,-5,-30,60,-30,30,1.0,1.0,1.0,1.0,0
418,389,418,343,2,15,167,8,12,60,40,0,80,40,85,1.0,1.0,2.0,1.0,0
406,740,406,367,17,12,207,4,12,-35,-35,-13,-72,-89,22,1.0,1.0,1.0,1.0,0
555,551,555,640,9,12,604,9,12,-55,-55,-45,-55,-45,-37,0.5,1.0,0.5,1.0,1
662,172,662,321,16,12,715,6,12,-18,-4,17,-39,0,-50,0.5,1.0,2.0,1.0,1
229,710,229,588,0,17,338,10,7,-19,-15,10,-50,0,-26,0.5,1.0,1.0,1.0,1
485,643,485,63,16,15,675,17,7,-18,-63,23,-63,23,-75,0.5,1.0,1.0,0.5,1
54,515,54,730,0,14,349,12,12,-50,-30,-45,-40,-40,-5,1.0,1.0,1.0,1.0,1
445,619,445,50,12,12,169,0,16,9,-20,-45,0,5,-24,0.5,1.0,1.0,1.0,1
71,290,71,9,14,12,618,0,12,5,15,-10,110,70,105,1.0,1.0,2.0,1.0,0
536,114,536,191,3,7,391,10,12,-10,-15,-3,55,27,41,0.0,1.0,0.0,1.0,1
480,380,480,237,12,12,16,15,0,4,-40,-8,2,-13,10,0.5,1.0,1.0,1.0,0
228,499,228,553,17,14,424,5,17,-5,-50,-13,-85,-15,-27,1.0,0.0,0.5,0.5,1
161,521,161,151,2,12,772,0,7,-25,8,-21,-46,14,-25,1.0,1.0,1.0,1.0,1
609,443,609,514,9,12,658,12,7,-10,-40,0,30,10,-50,0.5,1.0,1.0,2.0,1
378,626,378,352,15,9,695,17,16,12,-37,-26,8,42,1,1.0,4.0,1.0,1.0,0
211,774,211,550,17,10,74,15,4,45,35,-65,15,-85,-15,2.0,2.0,0.5,1.0,1
244,346,244,134,11,7,267,13,12,-25,12,-8,22,-8,35,1.0,1.0,1.0,1.0,0
593,138,593,694,5,12,432,0,7,10,-75,-65,-40,-55,-70,0.25,1.0,0.5,2.0,1
774,728,774,74,15,4,68,12,12,12,14,112,18,114,-7,1.0,1.0,0.5,1.0,1
77,377,77,753,9,14,101,10,15,5,20,-55,15,-75,-20,2.0,0.5,1.0,2.0,1
699,96,699,741,0,6,261,13,12,5,-20,15,95,55,75,0.5,1.0,1.0,1.0,1
199,121,199,390,17,4,570,10,16,-35,-110,-70,-25,5,0,4.0,1.0,1.0,1.0,1
693,370,693,275,6,12,366,15,15,15,42,1,10,-19,-5,0.5,1.0,2.0,1.0,1
775,391,775,249,2,12,710,9,7,-54,-18,-48,-17,-12,-11,1.0,1.0,0.5,1.0,1
279,764,279,53,6,5,100,17,12,9,47,-18,-10,-19,21,0.5,1.0,2.0,1.0,0
42,718,42,102,4,12,227,0,17,24,-50,-22,-25,-5,-39,0.5,1.0,0.5,2.0,1
636,464,636,251,14,12,732,0,7,-25,-50,-52,-25,-37,5,1.0,1.0,2.0,1.0,0
487,791,487,57,15,12,488,7,2,10,50,60,-35,5,-45,2.0,1.0,0.5,1.0,0
7,279,7,84,6,7,53,6,5,-2,-36,8,-1,15,20,0.5,2.0,0.5,0.5,0
258,458,258,638,11,15,69,0,12,5,1,-30,56,20,29,1.0,1.0,2.0,1.0,0
213,581,213,720,1,12,721,12,7,15,-50,30,-5,75,-28,1.0,1.0,1.0,1.0,1
578,500,578,476,14,12,281,10,12,48,-17,7,69,53,-3,1.0,1.0,1.0,1.0,1
513,724,513,751,1,11,135,6,15,-5,51,-7,-69,-15,21,2.0,0.25,2.0,0.0,0
793,432,793,769,4,12,138,14,12,76,36,5,36,8,-81,1.0,1.0,1.0,1.0,1
765,209,765,278,3,13,771,0,7,-21,-27,-12,-14,-2,-25,2.0,1.0,1.0,0.5,1
787,596,787,255,8,9,713,17,12,25,45,82,8,35,5,1.0,2.0,0.5,1.0,0
277,549,277,699,6,12,383,17,12,-55,-40,-60,-30,-50,-55,0.5,1.0,2.0,1.0,1
255,342,255,637,12,12,463,3,12,-5,-20,-15,-55,-40,-20,1.0,1.0,1.0,1.0,1
320,590,320,190,12,12,187,10,17,-6,-44,3,41,8,-20,0.5,1.0,1.0,1.0,1
356,2,356,700,6,12,302,9,14,10,23,77,5,-10,-40,2.0,1.0,0.5,1.0,0
665,743,665,170,3,12,503,5,12,-2,3,8,29,22,-3,1.0,1.0,1.0,1.0,1
64,521,64,265,6,12,772,0,7,-31,-6,-41,-46,-6,-35,2.0,1.0,0.5,1.0,1
470,407,470,609,17,12,33,2,12,31,-27,-12,17,32,-16,0.5,1.0,1.0,1.0,1
628,638,628,20,15,7,252,14,12,-15,57,-50,-21,-65,5,1.0,1.0,1.0,1.0,0
749,72,749,287,16,8,401,14,12,-10,30,35,-140,-58,-122,1.0,2.0,0.5,1.0,1
6,432,6,86,6,12,138,14,12,8,-31,-32,-15,-25,-100,1.0,1.0,1.0,1.0,1
31,404,31,524,3,12,250,17,12,-20,-29,-65,-64,-25,38,2.0,1.0,1.0,1.0,0
630,762,630,711,13,12,150,13,2,-15,-25,-28,-57,-61,21,0.5,1.0,0.5,1.0,0
272,753,272,81,14,9,654,4,12,22,48,40,37,35,77,1.0,1.0,1.0,1.0,0
23,662,23,519,12,7,321,16,12,23,0,-20,0,-15,51,0.5,0.5,1.0,1.0,0
158,281,158,775,3,7,471,17,12,40,20,35,75,40,60,2.0,1.0,1.0,1.0,0
686,473,686,511,1,17,156,8,7,-45,35,36,-20,-4,-10,2.0,1.0,0.5,0.5,1
608,779,608,755,9,4,516,8,9,17,-3,37,27,15,78,0.5,1.0,1.0,0.5,0
109,523,109,742,3,12,235,11,12,-25,-30,-60,-75,-40,35,1.0,1.0,1.0,1.0,0
629,673,629,21,15,7,211,2,12,9,23,-5,72,15,43,1.0,1.0,1.0,1.0,0
75,627,75,370,5,12,76,17,16,16,22,-53,-18,20,23,2.0,1.0,1.0,0.5,0
492,251,492,230,2,10,515,10,12,-32,10,-15,0,5,2,1.0,1.0,1.0,1.0,0
484,116,484,628,13,1,283,5,12,53,-12,-12,36,-49,8,1.0,0.5,1.0,1.0,0
789,225,789,48,11,12,440,16,10,-20,-56,-145,-23,-60,-2,1.0,1.0,2.0,1.0,1
463,544,463,108,0,7,563,12,12,-80,-130,-68,-50,-68,-30,1.0,1.0,1.0,1.0,1
734,585,734,648,0,12,56,15,12,-25,-83,-45,-23,-10,9,1.0,1.0,2.0,1.0,1
573,284,573,507,6,12,441,17,10,-50,-97,-62,-42,-62,-6,0.5,1.0,2.0,2.0,1
272,707,272,81,14,9,568,2,6,0,-20,0,-50,-20,10,1.0,0.25,1.0,2.0,0
567,546,567,280,12,12,234,8,2,-85,-40,-35,-85,-35,-30,0.0,1.0,0.0,1.0,1
1,483,1,66,9,14,665,13,1,-18,-14,2,24,24,-29,0.5,0.5,1.0,1.0,1
336,225,336,395,5,15,440,16,10,-15,-65,-155,5,-20,50,2.0,0.5,1.0,1.0,0
244,563,244,134,11,7,581,17,12,-50,-45,-40,-43,-25,5,0.5,1.0,1.0,1.0,0
43,428,43,744,6,12,304,16,15,-62,-59,-60,-50,-35,-35,2.0,1.0,0.5,1.0,1
602,22,602,672,0,9,520,12,7,-8,3,35,0,30,-29,0.5,0.5,1.0,4.0,1
719,160,719,91,9,12,154,2,12,15,-3,20,-2,-5,-12,0.5,1.0,1.0,1.0,1
425,51,425,538,10,6,736,9,14,25,100,75,40,0,40,1.0,2.0,1.0,0.5,0
667,458,667,179,14,12,69,0,12,15,26,10,56,10,-6,1.0,1.0,2.0,1.0,1
234,395,234,639,1,11,767,14,12,-40,72,7,12,27,92,2.0,0.5,0.0,1.0,0
155,389,155,399,15,7,167,8,12,60,95,-5,40,5,125,1.0,1.0,1.0,1.0,0
312,32,312,630,12,12,554,3,12,0,-30,5,-55,-45,-80,1.0,1.0,1.0,1.0,1
674,303,674,273,2,12,512,17,7,16,97,-10,-25,0,32,1.0,1.0,0.5,1.0,0
788,671,788,257,8,9,82,8,6,25,45,32,-87,-15,-26,2.0,0.5,2.0,2.0,1
8,378,8,410,6,2,352,15,9,12,89,34,69,-2,77,1.0,1.0,2.0,0.25,0
348,207,348,77,17,1,669,9,12,15,60,-10,35,-10,35,0.5,1.0,2.0,1.0,0
164,466,164,429,14,5,65,17,12,51,125,65,94,70,45,1.0,1.0,1.0,1.0,0
431,228,431,136,14,12,553,17,14,-15,-25,85,15,105,5,2.0,1.0,1.0,1.0,0
193,759,193,768,14,7,51,15,18,23,23,3,56,14,45,1.0,0.5,2.0,1.0,0
180,487,180,348,0,7,57,15,12,-10,-60,-65,30,35,45,1.0,0.5,4.0,1.0,1
484,206,484,628,13,1,8,12,12,48,23,12,31,6,-1,1.0,1.0,1.0,1.0,1
612,514,612,582,10,1,379,3,17,-20,2,-80,-95,-55,5,4.0,1.0,0.0,1.0,0
190,773,190,697,4,12,130,3,4,-32,-38,8,-41,-2,-81,1.0,1.0,1.0,1.0,1
311,14,311,61,9,5,80,0,12,15,100,45,40,40,25,0.5,0.5,1.0,1.0,0
706,747,706,693,3,7,448,14,12,5,57,-6,62,-1,-3,1.0,1.0,1.0,1.0,1
116,243,116,283,5,12,494,17,12,-25,0,4,-70,35,31,1.0,1.0,1.0,1.0,0
174,734,174,120,17,12,648,0,12,20,58,20,32,33,29,1.0,1.0,1.0,1.0,0
82,481,82,259,15,10,548,12,12,-16,13,51,-19,-14,-77,1.0,1.0,0.5,1.0,1
2,693,2,302,9,14,275,6,12,-25,-35,-3,-25,14,-5,0.5,1.0,2.0,1.0,1
76,366,76,47,9,14,11,2,7,-25,5,-55,0,-75,-40,0.25,1.0,1.0,2.0,1
306,103,306,224,14,4,416,8,14,8,0,-15,-45,20,-50,2.0,1.0,2.0,2.0,1
179,768,179,487,12,7,717,15,2,18,-71,-69,7,37,-1,0.5,0.5,2.0,1.0,1
529,276,529,541,15,17,436,9,2,-10,-55,70,-70,65,-105,1.0,1.0,1.0,0.5,1
114,400,114,391,10,12,595,11,18,-30,20,40,-25,10,0,1.0,1.0,2.0,2.0,1
745,91,745,217,12,12,192,12,7,23,15,5,7,28,42,1.0,1.0,1.0,1.0,0
416,167,416,562,11,12,92,9,12,35,1,35,51,135,5,2.0,1.0,1.0,1.0,0
267,131,267,546,15,10,660,17,15,10,9,-15,-35,-15,-64,1.0,1.0,4.0,1.0,1
648,641,648,585,12,9,569,14,12,-30,35,-5,-65,-15,65,1.0,1.0,1.0,1.0,0
756,716,756,636,4,12,445,12,15,-18,3,9,-43,-53,-18,1.0,1.0,1.0,1.0,1
725,363,725,213,17,12,71,9,12,-9,-29,0,-23,4,36,0.5,1.0,2.0,1.0,1
469,639,469,88,9,12,645,14,12,25,30,30,-18,28,65,1.0,1.0,1.0,1.0,0
751,593,751,4,16,8,694,5,12,-15,70,-5,125,15,25,1.0,1.0,0.0,1.0,1
795,672,795,783,2,10,29,2,12,62,13,61,51,55,38,2.0,1.0,2.0,1.0,0
557,25,557,600,9,12,560,12,12,45,19,60,50,60,41,1.0,1.0,1.0,1.0,0
379,19,379,114,15,9,43,0,14,21,-9,57,36,27,-32,2.0,0.25,2.0,1.0,1
569,732,569,547,1,12,682,6,7,-37,-31,-34,-24,-32,-60,1.0,1.0,1.0,1.0,1
793,164,793,769,4,12,429,14,5,20,-59,-5,-23,-2,-31,2.0,1.0,1.0,0.5,1
550,513,550,126,1,12,751,1,11,0,-30,25,90,5,0,0.5,1.0,0.5,1.0,1
380,786,380,16,15,0,256,8,9,-10,10,-72,-18,-25,-24,1.0,1.0,1.0,1.0,1
261,652,261,460,12,12,209,9,14,26,25,60,-15,15,85,1.0,1.0,1.0,1.0,0
709,355,709,337,10,7,409,6,10,19,5,-10,-30,-25,81,2.0,1.0,1.0,0.0,0
339,697,339,385,3,12,296,1,2,-22,-30,-30,-20,-30,7,0.5,1.0,1.0,1.0,0
684,387,684,246,10,8,35,8,12,-5,-41,-15,-48,-13,-30,1.0,2.0,2.0,1.0,1
149,614,149,535,12,12,330,10,1,-30,-57,-10,20,5,-52,1.0,1.0,1.0,1.0,1
630,384,630,711,13,12,79,12,12,-20,-20,-8,-30,-8,-5,1.0,1.0,1.0,1.0,1
478,701,478,465,8,12,690,15,5,-31,-69,-30,33,15,-3,1.0,1.0,1.0,0.0,1
569,744,569,547,1,12,504,5,1,-54,-74,-41,-19,-34,8,0.25,1.0,2.0,0.5,0
393,493,393,2,1,12,219,2,10,-3,40,-5,25,5,-7,1.0,1.0,1.0,1.0,1
750,264,750,149,16,8,183,6,12,-56,-5,65,-45,-26,-65,0.5,1.0,2.0,1.0,1
471,199,471,226,17,10,390,17,4,41,63,18,72,32,-1,0.5,1.0,1.0,1.0,1
43,352,43,744,6,12,746,17,12,-132,-49,-5,-40,20,5,0.5,1.0,2.0,1.0,0
528,507,528,413,14,5,199,17,12,19,116,39,16,54,44,1.0,1.0,1.0,1.0,0
155,742,155,399,15,7,241,9,12,-43,35,23,-27,14,82,1.0,2.0,1.0,1.0,0
298,278,298,493,9,1,109,6,5,10,-15,-20,-25,-20,5,0.5,0.5,2.0,2.0,0
89,342,89,378,3,17,463,3,12,-35,-5,20,20,-30,-50,0.5,0.5,0.5,1.0,1
758,10,758,381,1,15,655,17,12,42,44,23,18,11,30,1.0,1.0,1.0,1.0,0
241,346,241,112,17,16,267,13,12,-15,12,32,22,32,-5,1.0,1.0,0.5,1.0,1
493,744,493,219,2,10,504,5,1,-27,-34,-13,-19,-16,24,1.0,1.0,1.0,1.0,0
82,95,82,259,15,10,140,17,11,-35,25,35,-25,-50,-35,2.0,1.0,4.0,2.0,1
239,30,239,677,11,10,17,13,12,-10,-35,-29,-35,-49,-30,1.0,2.0,0.5,1.0,1
208,660,208,668,9,12,198,9,17,1,-19,-76,51,-31,10,0.25,1.0,0.5,1.0,0
785,319,785,254,8,9,361,12,12,-19,19,79,-13,32,36,0.0,1.0,0.0,1.0,1
407,190,407,33,2,12,697,4,12,10,55,-5,0,-35,30,0.0,1.0,2.0,1.0,1
439,664,439,528,17,12,714,3,12,18,-4,13,16,16,-20,1.0,1.0,2.0,1.0,1
