First_pokemon,Second_pokemon,id_primer_ataq,nombre1,tipo1_id1,tipo2_id1,nombre2,tipo1_id2,tipo2_id2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,P1_type1,P1_type2,P2_type1,P2_type2
673,325,673,214,2,12,638,12,12,16,72,25,5,15,17,1.0,1.0,1.0,1.0
69,278,69,1,14,12,111,6,5,-35,-65,-45,20,-5,35,2.0,1.0,1.0,0.5
458,448,458,71,0,12,334,0,12,-37,-56,-6,-26,-6,-29,1.0,1.0,1.0,1.0
776,613,776,644,2,12,335,10,1,8,-7,8,38,68,-14,1.0,1.0,1.0,1.0
764,264,764,102,17,12,186,6,12,-44,-42,3,30,14,-41,2.0,1.0,0.5,1.0
215,662,215,646,17,15,327,16,12,35,-5,-15,30,25,-20,1.0,0.5,0.5,1.0
272,539,272,83,14,9,459,14,12,20,-5,-5,-5,-5,20,0.5,1.0,0.5,1.0
121,281,121,581,10,16,480,17,12,55,60,70,-5,-5,0,1.0,1.0,4.0,1.0
8,543,8,418,6,2,280,6,17,-13,40,5,0,-21,23,1.0,0.5,0.25,0.5
725,314,725,216,17,12,642,12,12,-109,-104,-60,-33,-21,-29,1.0,1.0,1.0,1.0
163,20,163,464,14,12,414,0,14,41,-40,50,139,10,-15,2.0,1.0,2.0,1.0
738,434,738,204,4,12,265,9,12,-31,-51,-46,6,14,6,1.0,1.0,1.0,1.0
471,572,471,229,17,10,633,9,12,36,-15,5,-6,19,-62,0.5,0.5,4.0,1.0
369,204,369,614,13,12,637,9,7,18,55,10,55,-5,-15,2.0,1.0,0.5,1.0
730,675,730,207,12,7,125,11,12,-10,-20,3,-20,-2,22,1.0,1.0,2.0,1.0
229,504,229,600,0,17,120,13,5,22,69,60,-6,40,15,0.25,1.0,0.0,1.0
225,405,225,449,16,10,577,17,16,-25,35,100,10,30,-25,1.0,2.0,2.0,0.25
501,178,501,286,10,12,295,12,7,48,82,88,32,16,-3,0.0,1.0,1.0,1.0
473,759,473,159,8,7,52,15,18,48,-2,-33,21,-12,20,1.0,0.5,2.0,1.0
389,502,389,170,8,12,639,13,0,-20,-10,0,0,35,-40,1.0,1.0,0.5,0.5
72,77,72,409,14,12,768,9,14,-10,-40,15,90,50,95,2.0,1.0,1.0,1.0
617,519,617,130,6,15,383,6,12,30,-65,38,15,10,-28,0.5,1.0,0.5,1.0
543,778,543,280,6,17,328,16,4,34,10,15,50,19,2,2.0,1.0,0.25,0.25
304,484,304,567,14,4,641,13,1,-75,-68,-42,-26,-26,-44,0.0,2.0,2.0,1.0
348,722,348,79,17,1,198,6,12,5,45,-20,3,-40,5,2.0,1.0,0.5,1.0
154,321,154,6,15,7,387,5,12,8,45,35,40,45,105,0.5,2.0,1.0,1.0
333,371,333,7,16,16,659,15,15,0,15,95,5,-5,-20,2.0,1.0,0.5,0.5
91,399,91,195,12,7,662,11,18,-18,25,5,3,12,35,1.0,1.0,2.0,1.0
265,766,265,680,17,12,281,3,13,38,20,63,-19,21,-24,1.0,1.0,2.0,1.0
707,658,707,579,2,6,224,0,3,30,43,40,53,60,-18,1.0,2.0,0.5,0.5
49,162,49,504,9,14,155,2,7,-46,-84,-40,-25,-35,-50,0.25,1.0,1.0,2.0
357,687,357,666,14,12,53,1,17,-5,-100,-65,10,10,-10,0.0,1.0,2.0,1.0
582,476,582,57,3,12,365,12,12,-20,-16,-52,-4,-64,-29,1.0,1.0,1.0,1.0
737,281,737,560,6,13,480,17,12,36,-2,22,59,16,66,0.5,1.0,2.0,1.0
56,177,56,147,10,12,221,12,12,-75,-21,-39,-10,-10,5,1.0,1.0,1.0,1.0
369,464,369,614,13,12,746,0,7,3,20,-42,20,-42,25,1.0,1.0,0.5,1.0
525,662,525,389,11,10,327,16,12,50,50,-15,0,-25,30,0.5,2.0,2.0,1.0
135,193,135,177,3,12,784,14,7,0,8,-13,0,15,10,2.0,1.0,1.0,0.5
688,99,688,60,12,12,107,17,11,45,15,-85,-45,50,-15,1.0,1.0,1.0,1.0
626,67,626,708,17,16,541,17,12,-11,13,38,3,-5,-68,0.5,1.0,1.0,1.0
602,324,602,685,0,9,500,15,12,25,18,-45,5,-10,12,1.0,2.0,2.0,1.0
270,32,270,370,14,7,565,3,12,46,0,75,0,74,0,1.0,0.5,2.0,1.0
253,398,253,547,12,12,425,11,12,5,-40,10,-15,15,-40,1.0,1.0,1.0,1.0
507,219,507,202,17,12,235,12,15,-21,-31,-9,-41,-4,-19,1.0,1.0,1.0,1.0
127,252,127,605,17,12,151,10,12,-35,-55,-25,35,-15,35,2.0,1.0,1.0,1.0
55,552,55,743,0,14,618,9,7,-30,-38,-15,-30,0,-37,1.0,2.0,0.25,2.0
459,141,459,779,0,9,272,17,7,-35,-66,6,19,5,-45,0.5,1.0,0.5,4.0
687,469,687,53,1,17,90,9,12,-5,65,30,-27,-8,-15,1.0,1.0,0.5,1.0
152,588,152,315,15,18,692,14,7,-37,23,35,-22,-10,-59,2.0,1.0,1.0,0.5
111,47,111,191,9,15,797,13,7,20,-5,45,30,5,-15,0.25,2.0,2.0,2.0
80,10,80,701,17,14,668,17,12,36,22,0,30,56,57,0.5,1.0,0.5,1.0
731,798,731,206,6,7,293,14,8,-18,-37,-5,-94,-78,14,1.0,1.0,1.0,1.0
435,377,435,716,9,10,103,10,15,35,39,0,5,-35,-19,2.0,1.0,0.5,1.0
642,638,642,163,17,7,255,14,12,-8,-11,-45,-51,-60,-10,1.0,1.0,1.0,1.0
285,137,285,544,1,12,536,0,12,-30,-70,-65,-25,-40,-50,1.0,1.0,2.0,1.0
674,684,674,277,2,12,249,10,8,17,73,40,25,20,62,1.0,1.0,1.0,1.0
492,571,492,233,2,10,515,9,12,8,17,-3,-13,-3,-22,1.0,0.5,1.0,1.0
747,269,747,457,14,12,451,15,1,-26,-116,-74,-12,-39,33,0.0,1.0,1.0,2.0
542,21,542,510,17,2,530,12,7,50,75,60,115,85,44,1.0,1.0,1.0,1.0
366,320,366,11,2,7,193,12,12,-29,-21,27,-21,32,12,1.0,1.0,1.0,1.0
688,345,688,60,12,12,586,9,14,45,50,50,-60,15,-10,1.0,1.0,1.0,1.0
267,219,267,557,15,10,235,12,15,0,4,5,-25,5,-34,1.0,1.0,0.5,1.0
234,595,234,652,1,11,112,5,12,-50,-45,-40,-20,10,70,0.5,1.0,4.0,1.0
51,243,51,751,9,14,503,17,12,0,-25,10,5,15,5,2.0,1.0,0.5,1.0
114,335,114,399,10,12,404,5,15,30,40,55,10,25,-15,1.0,1.0,1.0,1.0
302,288,302,775,17,7,361,12,12,-38,-40,-31,5,-31,-15,1.0,1.0,1.0,1.0
275,726,275,599,9,12,217,17,12,16,22,13,22,29,23,2.0,1.0,0.5,1.0
185,297,185,97,17,3,608,9,12,35,-2,-12,26,26,37,0.5,0.5,2.0,1.0
728,333,728,70,12,12,7,16,16,-32,-74,-142,-28,-24,7,0.25,1.0,1.0,1.0
328,69,328,443,1,8,1,14,12,25,65,110,-20,60,-70,2.0,2.0,0.0,1.0
537,513,537,478,3,9,766,1,11,-20,-55,42,60,22,-39,1.0,1.0,1.0,2.0
197,700,197,411,3,2,108,16,5,-1,5,-24,75,38,-63,1.0,0.5,0.5,1.0
599,131,599,704,5,12,673,17,15,60,25,0,-70,0,-70,0.5,1.0,1.0,2.0
280,549,280,416,6,5,390,17,12,-20,60,-20,30,-20,0,0.5,1.0,2.0,1.0
302,587,302,775,17,7,777,14,7,-15,-15,-13,0,-13,13,1.0,1.0,1.0,1.0
235,238,235,699,12,12,380,6,16,10,30,-70,-30,-30,10,0.5,1.0,1.0,1.0
416,158,416,573,11,12,791,3,7,-10,-40,15,-25,110,-50,2.0,1.0,1.0,1.0
363,229,363,73,9,12,600,0,17,-20,-45,-60,30,-40,-30,0.25,1.0,2.0,1.0
309,9,309,401,0,7,419,6,7,-8,-44,-16,-79,-33,-40,0.25,1.0,2.0,2.0
585,425,585,58,15,12,548,10,6,-30,-75,-55,-100,-50,-70,1.0,1.0,2.0,0.5
566,577,566,360,12,12,483,14,12,-31,35,0,-42,-10,31,1.0,1.0,1.0,1.0
39,388,39,492,13,12,413,8,12,-3,-93,-18,-38,-28,-10,0.5,1.0,1.0,1.0
285,56,285,544,1,12,147,10,12,25,0,10,-5,-15,-60,1.0,1.0,1.0,1.0
724,475,724,137,6,15,69,12,12,20,3,28,70,44,19,1.0,1.0,1.0,1.0
375,669,375,118,17,1,363,8,6,13,90,30,25,0,35,2.0,2.0,0.5,0.5
227,327,227,261,4,12,590,1,8,40,45,0,-5,-5,-5,2.0,1.0,0.5,1.0
578,409,578,485,14,12,591,2,7,21,-80,5,-3,15,-71,1.0,1.0,1.0,1.0
462,749,462,477,0,7,292,16,8,25,14,-50,59,13,38,0.25,0.5,1.0,1.0
85,13,85,569,6,12,415,17,12,-14,-3,-50,-55,-35,27,0.5,1.0,2.0,1.0
521,221,521,788,0,7,213,0,17,11,-14,-54,56,-4,55,0.5,1.0,0.5,1.0
782,104,782,555,8,9,507,15,10,9,21,-90,14,10,-14,1.0,4.0,1.0,0.5
163,138,163,464,14,12,441,0,7,41,-45,-30,89,0,25,1.0,1.0,2.0,1.0
464,379,464,746,0,7,116,15,9,-16,-1,5,-1,-5,-3,2.0,1.0,4.0,0.25
456,774,456,624,15,17,76,15,4,-20,-8,-32,-8,-62,-20,1.0,4.0,0.5,0.5
627,194,627,78,17,16,397,3,12,19,68,93,18,20,-3,1.0,1.0,2.0,1.0
104,618,104,507,15,10,396,9,12,-40,-41,93,-76,-22,10,1.0,0.5,4.0,1.0
546,720,546,237,8,2,563,9,12,89,42,5,64,42,33,1.0,1.0,0.5,1.0
146,39,146,741,17,12,492,13,12,69,-7,3,55,40,0,1.0,1.0,1.0,1.0
542,11,542,510,17,2,763,17,12,31,57,20,85,40,42,0.5,1.0,0.25,1.0
163,246,163,464,14,12,635,16,7,41,30,-50,114,20,60,0.5,1.0,1.0,1.0
446,138,446,50,12,18,441,0,7,14,-70,-60,-10,-30,-34,1.0,1.0,1.0,1.0
772,797,772,276,5,7,420,15,4,28,-68,-35,-86,-47,8,1.0,0.5,1.0,2.0
796,316,796,145,15,4,495,0,7,-11,10,105,50,100,-110,4.0,1.0,0.5,0.5
424,656,424,266,10,12,10,17,12,-65,75,60,60,45,25,1.0,1.0,2.0,1.0
312,525,312,643,12,12,389,11,10,-50,-70,-20,-35,-25,-50,1.0,1.0,1.0,1.0
787,642,787,258,8,9,163,17,7,13,51,72,14,25,14,1.0,1.0,0.5,2.0
83,444,83,248,15,10,670,12,7,-5,0,60,5,5,-55,2.0,0.0,0.5,0.5
381,482,381,23,15,0,98,14,12,30,95,50,5,30,0,1.0,2.0,1.0,1.0
711,80,711,338,2,11,701,17,14,45,60,25,50,-30,-5,1.0,0.5,0.5,1.0
113,763,113,126,10,12,101,17,12,0,-3,33,-18,-13,-9,1.0,1.0,2.0,1.0
31,744,31,533,3,12,513,5,1,-60,-69,-38,-19,-21,32,1.0,1.0,1.0,1.0
716,328,716,454,12,15,443,1,8,50,-8,-48,43,13,70,0.0,0.0,2.0,0.0
404,390,404,253,17,12,168,8,12,15,14,-25,54,-55,27,1.0,1.0,1.0,1.0
73,661,73,378,5,12,329,16,12,30,25,-20,-10,-25,5,2.0,1.0,1.0,1.0
1,696,1,68,9,14,798,1,2,-27,-36,-21,0,-5,-13,0.5,1.0,1.0,1.0
560,182,560,183,6,5,663,0,14,70,63,25,60,25,35,2.0,0.25,0.25,1.0
671,18,671,84,8,6,318,0,14,15,30,40,120,65,45,1.0,2.0,0.25,0.5
347,793,347,686,13,12,785,4,12,-26,-58,-12,-58,-15,-44,2.0,1.0,1.0,1.0
559,708,559,532,6,5,793,2,3,-10,-57,-65,-50,-45,-35,0.5,1.0,1.0,1.0
268,207,268,729,15,1,682,9,12,70,104,80,65,70,31,1.0,1.0,2.0,1.0
454,659,454,117,15,12,200,9,17,23,75,-51,6,-56,48,0.5,1.0,2.0,2.0
451,606,451,375,3,12,601,0,14,20,20,-10,40,10,-42,1.0,1.0,1.0,1.0
527,348,527,223,14,5,79,17,1,23,35,45,0,95,15,0.0,2.0,1.0,1.0
628,92,628,20,15,7,150,12,7,20,27,0,39,10,-5,2.0,1.0,0.5,0.5
48,288,48,245,13,7,361,12,12,-3,10,9,15,14,-10,1.0,1.0,1.0,1.0
210,598,210,778,17,10,610,17,10,-50,-50,-30,-60,-50,-59,1.0,1.0,1.0,1.0
35,500,35,489,13,12,285,10,12,-13,-25,-26,2,-2,9,0.5,1.0,2.0,1.0
22,593,22,529,12,7,707,5,12,-12,-20,0,25,15,36,1.0,2.0,1.0,1.0
786,508,786,259,8,9,371,17,12,-14,16,46,-11,-11,8,1.0,2.0,0.5,1.0
364,490,364,74,9,1,89,12,7,-6,50,15,23,18,-36,0.5,1.0,1.0,2.0
649,236,649,184,3,7,736,12,12,-35,-55,-15,0,-15,48,1.0,1.0,1.0,1.0
790,176,790,29,11,12,611,12,12,60,71,150,9,1,8,1.0,1.0,1.0,1.0
435,35,435,716,9,10,489,13,12,40,62,53,35,45,15,0.5,2.0,1.0,1.0
597,328,597,511,17,10,443,1,8,25,-20,-70,-20,-60,49,1.0,1.0,1.0,1.0
231,175,231,628,0,16,199,17,12,-65,-95,130,-69,147,-73,1.0,1.0,2.0,1.0
242,712,242,578,17,12,339,2,11,-90,-105,-65,-55,-55,-30,0.5,1.0,1.0,0.5
524,289,524,242,10,7,782,0,12,30,50,90,25,45,75,0.5,2.0,0.5,1.0
591,35,591,27,12,12,489,13,12,48,13,34,20,46,9,1.0,1.0,1.0,1.0
86,200,86,647,17,15,32,17,4,-10,15,-15,-20,-40,-35,0.5,1.0,0.5,1.0
58,252,58,458,12,12,151,10,12,-50,-75,-85,-20,-20,40,1.0,1.0,1.0,1.0
584,57,584,585,15,12,164,10,12,20,-5,35,-25,-45,-105,0.5,1.0,2.0,1.0
795,641,795,799,2,10,580,14,12,-2,35,46,-44,10,65,1.0,1.0,1.0,1.0
50,632,50,243,9,14,796,1,12,20,0,30,5,35,-25,1.0,1.0,1.0,1.0
343,533,343,754,0,12,278,3,6,15,8,-52,-58,-32,-1,0.5,1.0,1.0,2.0
659,538,659,200,9,17,737,14,12,-31,-25,-39,-51,-44,-85,1.0,1.0,0.5,1.0
342,424,342,472,3,12,266,10,12,-40,-110,-90,-25,-5,5,0.0,1.0,2.0,1.0
230,647,230,446,0,17,133,12,9,10,90,90,25,50,0,2.0,1.0,0.5,0.25
640,328,640,166,14,12,443,1,8,15,-45,-75,40,-55,10,0.0,1.0,2.0,2.0
217,799,217,735,14,12,294,14,1,-32,-88,-12,-98,-82,-32,0.0,1.0,0.5,2.0
259,415,259,181,3,12,575,15,12,-35,-37,-163,15,-45,45,1.0,1.0,1.0,1.0
41,236,41,105,4,12,736,12,12,-20,-85,-27,-15,-10,-20,1.0,1.0,1.0,1.0
650,180,650,320,0,12,354,0,7,10,55,15,0,-35,5,0.5,1.0,1.0,2.0
54,617,54,744,0,14,130,6,15,-45,25,-55,-100,-50,-10,1.0,1.0,2.0,2.0
620,201,620,123,0,16,679,15,12,0,-5,10,35,10,15,1.0,1.0,2.0,1.0
297,510,297,608,9,12,656,9,11,-20,-22,0,-32,-30,-10,0.5,1.0,0.5,2.0
784,700,784,556,8,9,108,16,5,-32,-24,-59,-46,-17,-67,1.0,0.5,1.0,0.0
140,552,140,381,17,12,618,9,7,-80,-93,-20,-105,-55,-47,0.5,1.0,2.0,1.0
797,545,797,420,15,4,236,8,2,-100,60,-10,60,-10,20,1.0,2.0,1.0,0.0
185,537,185,97,17,3,478,3,9,25,-27,-69,-49,-51,-19,0.5,0.25,1.0,2.0
793,55,793,785,4,12,743,0,14,56,66,35,41,23,9,1.0,1.0,0.5,2.0
451,301,451,375,3,12,689,12,7,20,35,19,45,29,-55,2.0,1.0,1.0,0.5
597,741,597,511,17,10,636,9,12,9,0,7,3,-2,17,0.5,0.5,4.0,1.0
243,747,243,503,17,12,457,14,12,1,57,-1,22,-6,-59,1.0,1.0,1.0,1.0
711,21,711,338,2,11,530,12,7,85,85,50,95,55,39,1.0,2.0,1.0,1.0
634,449,634,471,12,12,626,3,12,10,-15,6,0,6,30,1.0,1.0,1.0,1.0
104,453,104,507,15,10,587,9,14,-25,-25,95,-95,-60,-20,1.0,1.0,4.0,0.25
134,90,134,314,11,15,385,3,17,15,-10,-60,-5,25,25,0.5,0.5,1.0,2.0
303,188,303,521,17,7,106,4,12,10,25,72,40,15,50,1.0,1.0,1.0,1.0
33,591,33,594,10,12,27,12,12,-53,15,-1,-40,-56,-10,1.0,1.0,1.0,1.0
476,256,476,365,12,12,731,5,12,30,41,49,19,61,70,1.0,1.0,2.0,1.0
47,546,47,797,13,7,237,8,2,-110,-75,-65,-90,-60,-35,0.5,1.0,1.0,1.0
327,639,327,590,1,8,658,14,12,5,45,35,-40,15,30,2.0,2.0,0.0,1.0
473,374,473,159,8,7,113,17,12,47,-30,-31,10,9,35,1.0,1.0,1.0,1.0
42,667,42,104,4,12,182,14,12,40,15,18,10,35,30,1.0,1.0,1.0,1.0
652,641,652,212,9,14,580,14,12,-41,-10,-30,-70,-30,-15,1.0,1.0,2.0,1.0
197,149,197,411,3,2,545,12,12,25,35,35,80,35,5,1.0,1.0,1.0,1.0
620,719,620,123,0,16,93,9,12,14,34,60,17,30,7,2.0,1.0,1.0,1.0
405,270,405,577,17,16,370,14,7,-6,0,0,-45,-89,-55,1.0,2.0,1.0,0.5
429,582,429,139,14,12,57,3,12,5,90,18,100,18,74,1.0,1.0,1.0,1.0
463,566,463,110,0,7,360,12,12,-15,-30,-3,5,-3,15,1.0,1.0,1.0,1.0
494,767,494,226,2,10,732,15,2,50,41,18,35,40,54,2.0,2.0,0.5,2.0
559,580,559,532,6,5,719,12,7,28,16,-7,20,13,-10,1.0,1.0,1.0,2.0
429,166,429,139,14,12,463,14,12,-50,50,-50,50,-50,50,0.5,1.0,0.5,1.0
181,702,181,353,0,7,752,9,5,-36,-55,-22,-35,-19,-23,1.0,4.0,0.25,0.25
270,214,270,370,14,7,484,1,7,46,5,88,5,112,19,0.0,1.0,2.0,1.0
449,126,449,626,3,12,297,17,12,15,25,-36,-30,9,-15,2.0,1.0,1.0,1.0
367,137,367,410,2,4,536,0,12,10,-15,10,55,35,-5,1.0,1.0,0.5,1.0
261,429,261,469,12,12,139,14,12,45,-70,55,-110,20,-50,1.0,1.0,1.0,1.0
468,15,468,91,9,12,462,0,12,-5,15,-10,37,28,5,0.5,1.0,2.0,1.0
483,690,483,678,13,1,62,12,7,-37,-60,-28,-16,-34,-6,1.0,1.0,1.0,1.0
569,710,569,558,1,12,344,10,7,-48,-95,-53,-55,-43,-25,1.0,1.0,1.0,1.0
725,196,725,216,17,12,15,3,12,-49,-19,-45,-53,-46,16,1.0,1.0,2.0,1.0
740,575,740,210,4,12,514,17,12,28,12,20,59,106,11,1.0,1.0,1.0,1.0
586,421,586,234,15,12,431,2,15,5,5,30,-100,-40,-85,1.0,1.0,1.0,1.0
224,265,224,675,16,10,680,17,12,-25,10,85,-35,-50,-55,0.5,1.0,2.0,1.0
425,88,425,548,10,6,448,17,15,5,105,-20,20,10,60,1.0,0.5,4.0,1.0
361,314,361,747,10,2,642,12,12,-100,-90,-50,-45,-15,-30,1.0,1.0,1.0,1.0
731,478,731,206,6,7,474,8,12,2,13,-5,-49,-53,-21,1.0,1.0,1.0,1.0
670,713,670,342,8,6,340,2,11,-65,-80,-30,-75,-40,-40,1.0,1.0,1.0,0.5
678,484,678,623,0,12,641,13,1,-53,-53,18,-31,4,-59,1.0,1.0,1.0,1.0
637,405,637,256,14,12,577,17,16,-40,-45,-60,30,20,0,1.0,1.0,1.0,1.0
436,666,436,95,6,12,174,3,12,-41,-57,-36,-47,-36,11,1.0,1.0,1.0,1.0
55,1,55,743,0,14,68,9,14,25,16,11,25,10,45,1.0,1.0,0.25,0.5
53,227,53,518,0,9,261,4,12,-30,-25,5,0,20,-15,0.5,1.0,1.0,1.0
57,139,57,164,10,12,698,12,12,-40,-20,-45,10,0,10,1.0,1.0,1.0,1.0
128,170,128,246,17,12,127,6,12,6,15,17,-25,0,-2,2.0,1.0,0.5,1.0
245,401,245,394,17,7,762,11,18,-45,-40,-20,-15,50,5,0.5,1.0,1.0,0.5
714,184,714,322,17,5,121,13,7,6,-18,10,59,10,-22,1.0,0.25,1.0,2.0
529,599,529,551,15,17,704,5,12,-60,-45,60,45,65,-5,0.5,1.0,4.0,1.0
626,134,626,708,17,16,314,11,15,-11,28,68,-62,-50,-73,1.0,2.0,0.5,1.0
57,74,57,164,10,12,377,5,12,-45,-20,-20,0,10,75,1.0,1.0,1.0,1.0
221,176,221,213,0,17,611,12,12,40,44,106,25,15,20,1.0,1.0,0.5,1.0
795,654,795,799,2,10,215,17,8,53,60,71,16,10,55,1.0,1.0,1.0,1.0
486,409,486,64,16,15,591,2,7,-28,-46,36,-31,36,-67,1.0,1.0,0.5,0.5
508,465,508,371,17,12,509,3,12,9,24,6,24,-4,-4,1.0,1.0,2.0,1.0
275,632,275,599,9,12,796,1,12,30,20,25,25,45,55,1.0,1.0,1.0,1.0
735,486,735,753,0,7,64,16,15,13,-37,-66,11,-66,56,1.0,0.5,1.0,1.0
277,24,277,712,6,12,440,12,7,-38,-20,-40,-65,-30,-76,1.0,1.0,1.0,1.0
109,243,109,757,3,12,503,17,12,-35,-75,-25,-50,-20,55,2.0,1.0,1.0,1.0
287,366,287,794,12,12,11,2,7,-37,-40,-49,-40,-64,-20,1.0,1.0,1.0,1.0
309,595,309,401,0,7,112,5,12,-35,-80,-33,25,17,15,0.5,2.0,0.25,1.0
780,16,780,722,8,9,72,0,7,25,65,26,-25,2,-14,1.0,0.25,1.0,2.0
783,745,783,554,8,9,220,12,12,-21,-14,10,-21,-35,-56,0.0,1.0,0.0,1.0
735,521,735,753,0,7,788,0,7,-6,-24,-36,-26,-6,-6,0.5,2.0,0.5,2.0
372,504,372,38,17,10,120,13,5,2,-13,3,-15,1,10,1.0,2.0,0.5,1.0
682,44,682,466,5,12,494,6,12,-8,49,-15,14,-40,5,1.0,1.0,1.0,1.0
337,242,337,436,5,15,578,17,12,25,35,50,15,50,35,1.0,1.0,1.0,1.0
348,44,348,79,17,1,494,6,12,-28,14,-55,-16,-80,-35,2.0,1.0,0.5,1.0
704,180,704,715,7,12,354,0,7,39,80,50,70,10,66,2.0,1.0,0.5,1.0
557,582,557,612,9,12,57,3,12,30,15,63,25,63,37,1.0,1.0,0.5,1.0
800,547,800,755,6,18,119,14,12,-40,40,0,55,-40,-15,1.0,1.0,1.0,1.0
258,320,258,651,11,15,193,12,12,-59,-61,-48,-6,-8,-3,1.0,1.0,1.0,1.0
49,422,49,504,9,14,337,17,12,-55,-50,-35,-75,-75,-60,2.0,1.0,0.5,1.0
334,749,334,408,16,12,292,16,8,25,60,130,25,43,22,0.5,1.0,0.5,1.0
463,771,463,110,0,7,693,4,12,-65,-35,-23,-80,-88,10,0.5,1.0,1.0,1.0
688,739,688,60,12,12,209,4,12,41,65,48,-35,-3,3,1.0,1.0,1.0,1.0
372,40,372,38,17,10,487,13,10,-31,-54,-34,-39,-34,-25,2.0,2.0,0.5,1.0
27,309,27,660,12,7,401,0,7,-30,0,-32,-49,-51,10,1.0,2.0,0.5,1.0
637,725,637,256,14,12,216,17,12,19,-11,30,13,41,-16,1.0,1.0,1.0,1.0
657,736,657,312,0,3,362,6,13,-12,-3,-8,-16,-4,-7,0.5,1.0,2.0,1.0
546,337,546,237,8,2,436,5,15,90,20,15,40,15,-10,2.0,1.0,0.0,1.0
506,153,506,77,9,12,316,15,18,14,-15,-33,25,2,-34,4.0,1.0,1.0,0.5
60,705,60,552,17,12,705,3,7,-29,-63,-22,-60,-30,-56,1.0,1.0,2.0,1.0
694,226,694,167,0,17,657,4,12,-2,29,62,8,8,79,0.5,2.0,0.5,1.0
754,205,754,24,4,12,313,9,7,26,17,2,44,-6,-81,1.0,1.0,1.0,1.0
103,1,103,424,8,14,68,9,14,15,16,31,105,30,85,1.0,1.0,0.5,0.25
236,763,236,736,12,12,101,17,12,40,77,13,17,12,11,1.0,1.0,1.0,1.0
546,525,546,237,8,2,389,11,10,40,-10,20,50,40,10,1.0,1.0,2.0,1.0
105,247,105,161,14,12,299,1,6,15,-12,15,-37,40,-23,0.0,1.0,2.0,1.0
98,164,98,621,17,12,438,14,5,-76,-125,0,-109,-75,-90,1.0,1.0,1.0,1.0
469,669,469,90,9,12,363,8,6,20,30,15,22,23,65,0.5,1.0,1.0,2.0
224,690,224,675,16,10,62,12,7,-25,-38,125,-2,-10,-50,1.0,0.0,0.5,0.5
329,269,329,402,16,4,451,15,1,-50,-79,-65,-40,-65,-21,2.0,2.0,0.5,0.5
312,650,312,643,12,12,320,0,12,10,-15,15,-5,-10,-30,1.0,1.0,1.0,1.0
798,149,798,293,14,8,545,12,12,15,50,-10,65,55,30,1.0,0.0,0.0,1.0
402,337,402,100,17,12,436,5,15,-25,-36,0,-6,-30,-68,1.0,1.0,1.0,1.0
377,225,377,103,10,15,449,16,10,-15,-55,-125,15,25,45,2.0,0.5,1.0,1.0
187,272,187,527,3,12,83,14,9,-80,-60,-85,-65,-65,-40,0.5,1.0,1.0,1.0
557,612,557,612,9,12,593,10,1,25,3,60,40,60,48,2.0,1.0,0.5,1.0
269,643,269,451,15,1,688,17,7,25,77,87,8,57,-27,2.0,1.0,2.0,0.5
415,288,415,575,15,12,361,12,12,2,30,139,0,39,-50,1.0,1.0,0.5,1.0
236,612,236,736,12,12,593,10,1,40,58,40,40,40,-10,1.0,1.0,1.0,1.0
409,469,409,591,2,7,90,9,12,25,75,10,23,2,15,1.0,2.0,0.25,1.0
164,346,164,438,14,5,270,13,12,36,147,47,111,47,90,2.0,0.5,1.0,1.0
509,94,509,395,17,7,609,17,12,-20,-25,-5,15,50,5,0.5,1.0,0.5,1.0
260,356,260,379,6,12,713,6,12,-25,-10,-103,-15,-15,63,0.5,1.0,0.5,1.0
153,407,153,316,15,18,34,2,12,15,40,45,25,40,30,1.0,0.5,1.0,1.0
121,723,121,581,10,16,61,6,12,46,71,62,-45,-25,-33,2.0,2.0,0.5,1.0
475,295,475,69,12,12,364,17,9,-5,16,-6,-16,-14,35,1.0,1.0,1.0,1.0
441,157,441,185,17,17,26,11,7,-6,1,-12,16,-24,-25,1.0,2.0,0.25,0.5
459,565,459,779,0,9,765,12,12,0,-26,16,19,36,-41,1.0,1.0,1.0,1.0
338,215,338,179,3,12,646,17,15,-55,-30,-40,-35,-70,35,2.0,1.0,1.0,1.0
252,642,252,151,10,12,163,17,7,28,76,70,16,10,-5,0.0,1.0,2.0,1.0
269,433,269,451,15,1,725,9,12,45,96,86,50,65,40,1.0,1.0,2.0,1.0
602,183,602,685,0,9,22,0,14,-15,-27,20,-10,20,2,0.5,0.25,2.0,2.0
576,318,576,632,17,12,773,12,12,11,47,40,47,40,73,1.0,1.0,1.0,1.0
477,54,477,432,12,5,744,0,14,5,81,44,14,41,90,1.0,0.25,0.5,1.0
467,298,467,208,17,12,502,9,1,15,35,15,25,10,55,0.5,1.0,2.0,1.0
33,473,33,594,10,12,159,8,7,-40,25,51,-40,-14,-30,0.0,1.0,1.0,1.0
741,364,741,636,9,12,74,9,1,-4,-50,-12,-53,-3,-3,0.5,1.0,0.5,1.0
294,150,294,366,17,9,505,15,18,5,-10,-70,-50,-5,-5,1.0,4.0,1.0,0.25
778,390,778,328,16,4,168,8,12,17,10,-39,20,-43,50,1.0,1.0,1.0,1.0
298,301,298,502,9,1,689,12,7,10,-15,-20,10,-10,-65,0.5,1.0,1.0,2.0
413,233,413,460,16,15,427,0,5,0,-50,15,55,-15,-5,1.0,2.0,1.0,1.0
